model,target,test_year,feature,importance
ridge_all,fwd_ret_1m,2019,z_stock_sell_pressure,0.034115564078092575
ridge_all,fwd_ret_1m,2019,z_network_degree,0.003092237049713731
ridge_all,fwd_ret_1m,2019,z_network_weighted_degree,0.0012568390229716897
ridge_all,fwd_ret_1m,2019,z_network_peer_sell_pressure,0.0036775267217308283
ridge_all,fwd_ret_1m,2019,z_mktcap_proxy,0.0006305626011453569
ridge_all,fwd_ret_1m,2019,z_vol,0.006868212018162012
ridge_all,fwd_ret_1m,2019,z_fragility_proxy_x_stock_sell_pressure,0.00542976101860404
ridge_all,fwd_ret_1m,2019,z_fragility_proxy_x_network_peer_sell_pressure,8.928673923946917e-05
ridge_all,fwd_ret_1m,2019,z_owner_hhi_x_stock_sell_pressure,0.004231163300573826
ridge_all,fwd_ret_1m,2019,z_network_weighted_degree_x_network_peer_sell_pressure,0.0004419590113684535
lgbm_all,fwd_ret_1m,2019,z_owner_count,188.0
lgbm_all,fwd_ret_1m,2019,z_owner_hhi,143.0
lgbm_all,fwd_ret_1m,2019,z_top_owner_share,69.0
lgbm_all,fwd_ret_1m,2019,z_fragility_proxy,126.0
lgbm_all,fwd_ret_1m,2019,z_avg_manager_breadth,84.0
lgbm_all,fwd_ret_1m,2019,z_stock_sell_pressure,579.0
lgbm_all,fwd_ret_1m,2019,z_network_degree,161.0
lgbm_all,fwd_ret_1m,2019,z_network_weighted_degree,351.0
lgbm_all,fwd_ret_1m,2019,z_network_peer_sell_pressure,182.0
lgbm_all,fwd_ret_1m,2019,z_mktcap_proxy,396.0
lgbm_all,fwd_ret_1m,2019,z_vol,340.0
lgbm_all,fwd_ret_1m,2019,z_fragility_proxy_x_stock_sell_pressure,90.0
lgbm_all,fwd_ret_1m,2019,z_fragility_proxy_x_network_peer_sell_pressure,51.0
lgbm_all,fwd_ret_1m,2019,z_owner_hhi_x_stock_sell_pressure,112.0
lgbm_all,fwd_ret_1m,2019,z_network_weighted_degree_x_network_peer_sell_pressure,38.0
lgbm_no_network,fwd_ret_1m,2019,z_owner_count,399.0
lgbm_no_network,fwd_ret_1m,2019,z_owner_hhi,269.0
lgbm_no_network,fwd_ret_1m,2019,z_top_owner_share,119.0
lgbm_no_network,fwd_ret_1m,2019,z_fragility_proxy,211.0
lgbm_no_network,fwd_ret_1m,2019,z_avg_manager_breadth,153.0
lgbm_no_network,fwd_ret_1m,2019,z_stock_sell_pressure,823.0
lgbm_no_network,fwd_ret_1m,2019,z_mktcap_proxy,643.0
lgbm_no_network,fwd_ret_1m,2019,z_vol,574.0
lgbm_no_network,fwd_ret_1m,2019,z_fragility_proxy_x_stock_sell_pressure,96.0
lgbm_no_network,fwd_ret_1m,2019,z_owner_hhi_x_stock_sell_pressure,163.0
lgbm_network_pressure,fwd_ret_1m,2019,z_stock_sell_pressure,713.0
lgbm_network_pressure,fwd_ret_1m,2019,z_network_degree,257.0
lgbm_network_pressure,fwd_ret_1m,2019,z_network_weighted_degree,463.0
lgbm_network_pressure,fwd_ret_1m,2019,z_network_peer_sell_pressure,202.0
lgbm_network_pressure,fwd_ret_1m,2019,z_fragility_proxy_x_stock_sell_pressure,123.0
lgbm_network_pressure,fwd_ret_1m,2019,z_fragility_proxy_x_network_peer_sell_pressure,97.0
lgbm_network_pressure,fwd_ret_1m,2019,z_owner_hhi_x_stock_sell_pressure,159.0
lgbm_network_pressure,fwd_ret_1m,2019,z_network_weighted_degree_x_network_peer_sell_pressure,86.0
ridge_all,fwd_ret_1m,2020,z_owner_count,0.00018996032304130495
ridge_all,fwd_ret_1m,2020,z_owner_hhi,0.0016765269683673978
ridge_all,fwd_ret_1m,2020,z_top_owner_share,0.0006465033511631191
ridge_all,fwd_ret_1m,2020,z_fragility_proxy,0.0022521931678056717
ridge_all,fwd_ret_1m,2020,z_avg_manager_breadth,0.0030666899401694536
ridge_all,fwd_ret_1m,2020,z_stock_sell_pressure,0.03445637598633766
ridge_all,fwd_ret_1m,2020,z_network_degree,0.0032893780153244734
ridge_all,fwd_ret_1m,2020,z_network_weighted_degree,0.0012932168319821358
ridge_all,fwd_ret_1m,2020,z_network_peer_sell_pressure,0.003612254047766328
ridge_all,fwd_ret_1m,2020,z_mktcap_proxy,0.0002524572191759944
ridge_all,fwd_ret_1m,2020,z_vol,0.006795485503971577
ridge_all,fwd_ret_1m,2020,z_fragility_proxy_x_stock_sell_pressure,0.005024354439228773
ridge_all,fwd_ret_1m,2020,z_fragility_proxy_x_network_peer_sell_pressure,3.1102055686460517e-07
ridge_all,fwd_ret_1m,2020,z_owner_hhi_x_stock_sell_pressure,0.004682614468038082
ridge_all,fwd_ret_1m,2020,z_network_weighted_degree_x_network_peer_sell_pressure,0.00037399132270365953
lgbm_all,fwd_ret_1m,2020,z_owner_count,105.0
lgbm_all,fwd_ret_1m,2020,z_owner_hhi,67.0
lgbm_all,fwd_ret_1m,2020,z_top_owner_share,43.0
lgbm_all,fwd_ret_1m,2020,z_fragility_proxy,93.0
lgbm_all,fwd_ret_1m,2020,z_avg_manager_breadth,53.0
lgbm_all,fwd_ret_1m,2020,z_stock_sell_pressure,381.0
lgbm_all,fwd_ret_1m,2020,z_network_degree,72.0
lgbm_all,fwd_ret_1m,2020,z_network_weighted_degree,234.0
lgbm_all,fwd_ret_1m,2020,z_network_peer_sell_pressure,93.0
lgbm_all,fwd_ret_1m,2020,z_mktcap_proxy,216.0
lgbm_all,fwd_ret_1m,2020,z_vol,212.0
lgbm_all,fwd_ret_1m,2020,z_fragility_proxy_x_stock_sell_pressure,45.0
lgbm_all,fwd_ret_1m,2020,z_fragility_proxy_x_network_peer_sell_pressure,31.0
lgbm_all,fwd_ret_1m,2020,z_owner_hhi_x_stock_sell_pressure,75.0
lgbm_all,fwd_ret_1m,2020,z_network_weighted_degree_x_network_peer_sell_pressure,20.0
lgbm_no_network,fwd_ret_1m,2020,z_owner_count,267.0
lgbm_no_network,fwd_ret_1m,2020,z_owner_hhi,176.0
lgbm_no_network,fwd_ret_1m,2020,z_top_owner_share,92.0
lgbm_no_network,fwd_ret_1m,2020,z_fragility_proxy,157.0
lgbm_no_network,fwd_ret_1m,2020,z_avg_manager_breadth,109.0
lgbm_no_network,fwd_ret_1m,2020,z_stock_sell_pressure,578.0
lgbm_no_network,fwd_ret_1m,2020,z_mktcap_proxy,445.0
lgbm_no_network,fwd_ret_1m,2020,z_vol,368.0
lgbm_no_network,fwd_ret_1m,2020,z_fragility_proxy_x_stock_sell_pressure,77.0
lgbm_no_network,fwd_ret_1m,2020,z_owner_hhi_x_stock_sell_pressure,131.0
lgbm_network_pressure,fwd_ret_1m,2020,z_stock_sell_pressure,173.0
lgbm_network_pressure,fwd_ret_1m,2020,z_network_degree,36.0
lgbm_network_pressure,fwd_ret_1m,2020,z_network_weighted_degree,74.0
lgbm_network_pressure,fwd_ret_1m,2020,z_network_peer_sell_pressure,27.0
lgbm_network_pressure,fwd_ret_1m,2020,z_fragility_proxy_x_stock_sell_pressure,19.0
lgbm_network_pressure,fwd_ret_1m,2020,z_fragility_proxy_x_network_peer_sell_pressure,7.0
lgbm_network_pressure,fwd_ret_1m,2020,z_owner_hhi_x_stock_sell_pressure,14.0
lgbm_network_pressure,fwd_ret_1m,2020,z_network_weighted_degree_x_network_peer_sell_pressure,10.0
ridge_all,fwd_ret_1m,2021,z_owner_count,0.0004435668815858662
ridge_all,fwd_ret_1m,2021,z_owner_hhi,0.0013960079522803426
ridge_all,fwd_ret_1m,2021,z_top_owner_share,0.0010331886587664485
ridge_all,fwd_ret_1m,2021,z_fragility_proxy,0.002186177996918559
ridge_all,fwd_ret_1m,2021,z_avg_manager_breadth,0.0030046780593693256
ridge_all,fwd_ret_1m,2021,z_stock_sell_pressure,0.0334649533033371
ridge_all,fwd_ret_1m,2021,z_network_degree,0.003575769020244479
ridge_all,fwd_ret_1m,2021,z_network_weighted_degree,0.0015451231738552451
ridge_all,fwd_ret_1m,2021,z_network_peer_sell_pressure,0.003912700805813074
ridge_all,fwd_ret_1m,2021,z_mktcap_proxy,0.00029670464573428035
ridge_all,fwd_ret_1m,2021,z_vol,0.006480799056589603
ridge_all,fwd_ret_1m,2021,z_fragility_proxy_x_stock_sell_pressure,0.004692888353019953
ridge_all,fwd_ret_1m,2021,z_fragility_proxy_x_network_peer_sell_pressure,0.00023064285051077604
ridge_all,fwd_ret_1m,2021,z_owner_hhi_x_stock_sell_pressure,0.004642528016120195
ridge_all,fwd_ret_1m,2021,z_network_weighted_degree_x_network_peer_sell_pressure,0.00017315514560323209
lgbm_all,fwd_ret_1m,2021,z_owner_count,781.0
lgbm_all,fwd_ret_1m,2021,z_owner_hhi,571.0
lgbm_all,fwd_ret_1m,2021,z_top_owner_share,272.0
lgbm_all,fwd_ret_1m,2021,z_fragility_proxy,442.0
lgbm_all,fwd_ret_1m,2021,z_avg_manager_breadth,464.0
lgbm_all,fwd_ret_1m,2021,z_stock_sell_pressure,1578.0
lgbm_all,fwd_ret_1m,2021,z_network_degree,874.0
lgbm_all,fwd_ret_1m,2021,z_network_weighted_degree,1244.0
lgbm_all,fwd_ret_1m,2021,z_network_peer_sell_pressure,718.0
lgbm_all,fwd_ret_1m,2021,z_mktcap_proxy,1328.0
lgbm_all,fwd_ret_1m,2021,z_vol,1382.0
lgbm_all,fwd_ret_1m,2021,z_fragility_proxy_x_stock_sell_pressure,395.0
lgbm_all,fwd_ret_1m,2021,z_fragility_proxy_x_network_peer_sell_pressure,268.0
lgbm_all,fwd_ret_1m,2021,z_owner_hhi_x_stock_sell_pressure,467.0
lgbm_all,fwd_ret_1m,2021,z_network_weighted_degree_x_network_peer_sell_pressure,346.0
lgbm_no_network,fwd_ret_1m,2021,z_owner_count,1330.0
lgbm_no_network,fwd_ret_1m,2021,z_owner_hhi,883.0
lgbm_no_network,fwd_ret_1m,2021,z_top_owner_share,444.0
lgbm_no_network,fwd_ret_1m,2021,z_fragility_proxy,666.0
lgbm_no_network,fwd_ret_1m,2021,z_avg_manager_breadth,683.0
lgbm_no_network,fwd_ret_1m,2021,z_stock_sell_pressure,1787.0
lgbm_no_network,fwd_ret_1m,2021,z_mktcap_proxy,1858.0
lgbm_no_network,fwd_ret_1m,2021,z_vol,1765.0
lgbm_no_network,fwd_ret_1m,2021,z_fragility_proxy_x_stock_sell_pressure,447.0
lgbm_no_network,fwd_ret_1m,2021,z_owner_hhi_x_stock_sell_pressure,547.0
lgbm_network_pressure,fwd_ret_1m,2021,z_stock_sell_pressure,3512.0
lgbm_network_pressure,fwd_ret_1m,2021,z_network_degree,3004.0
lgbm_network_pressure,fwd_ret_1m,2021,z_network_weighted_degree,3664.0
lgbm_network_pressure,fwd_ret_1m,2021,z_network_peer_sell_pressure,2256.0
lgbm_network_pressure,fwd_ret_1m,2021,z_fragility_proxy_x_stock_sell_pressure,1671.0
lgbm_network_pressure,fwd_ret_1m,2021,z_fragility_proxy_x_network_peer_sell_pressure,1638.0
lgbm_network_pressure,fwd_ret_1m,2021,z_owner_hhi_x_stock_sell_pressure,2054.0
lgbm_network_pressure,fwd_ret_1m,2021,z_network_weighted_degree_x_network_peer_sell_pressure,1641.0
ridge_all,fwd_ret_1m,2022,z_owner_count,0.00032855503377504647
ridge_all,fwd_ret_1m,2022,z_owner_hhi,0.0012133907293900847
ridge_all,fwd_ret_1m,2022,z_top_owner_share,0.0013474730076268315
ridge_all,fwd_ret_1m,2022,z_fragility_proxy,0.002203106414526701
ridge_all,fwd_ret_1m,2022,z_avg_manager_breadth,0.0030348394066095352
ridge_all,fwd_ret_1m,2022,z_stock_sell_pressure,0.033402010798454285
ridge_all,fwd_ret_1m,2022,z_network_degree,0.003494896460324526
ridge_all,fwd_ret_1m,2022,z_network_weighted_degree,0.0011870322050526738
ridge_all,fwd_ret_1m,2022,z_network_peer_sell_pressure,0.0037952258717268705
ridge_all,fwd_ret_1m,2022,z_mktcap_proxy,8.690859249327332e-05
ridge_all,fwd_ret_1m,2022,z_vol,0.006333588156849146
ridge_all,fwd_ret_1m,2022,z_fragility_proxy_x_stock_sell_pressure,0.004523223266005516
ridge_all,fwd_ret_1m,2022,z_fragility_proxy_x_network_peer_sell_pressure,8.880293535185046e-06
ridge_all,fwd_ret_1m,2022,z_owner_hhi_x_stock_sell_pressure,0.004573578480631113
ridge_all,fwd_ret_1m,2022,z_network_weighted_degree_x_network_peer_sell_pressure,0.00041174195939674973
lgbm_all,fwd_ret_1m,2022,z_owner_count,1468.0
lgbm_all,fwd_ret_1m,2022,z_owner_hhi,981.0
lgbm_all,fwd_ret_1m,2022,z_top_owner_share,623.0
lgbm_all,fwd_ret_1m,2022,z_fragility_proxy,810.0
lgbm_all,fwd_ret_1m,2022,z_avg_manager_breadth,873.0
lgbm_all,fwd_ret_1m,2022,z_stock_sell_pressure,2290.0
lgbm_all,fwd_ret_1m,2022,z_network_degree,1659.0
lgbm_all,fwd_ret_1m,2022,z_network_weighted_degree,2020.0
lgbm_all,fwd_ret_1m,2022,z_network_peer_sell_pressure,1291.0
lgbm_all,fwd_ret_1m,2022,z_mktcap_proxy,2275.0
lgbm_all,fwd_ret_1m,2022,z_vol,2395.0
lgbm_all,fwd_ret_1m,2022,z_fragility_proxy_x_stock_sell_pressure,726.0
lgbm_all,fwd_ret_1m,2022,z_fragility_proxy_x_network_peer_sell_pressure,618.0
lgbm_all,fwd_ret_1m,2022,z_owner_hhi_x_stock_sell_pressure,795.0
lgbm_all,fwd_ret_1m,2022,z_network_weighted_degree_x_network_peer_sell_pressure,676.0
lgbm_no_network,fwd_ret_1m,2022,z_owner_count,1000.0
lgbm_no_network,fwd_ret_1m,2022,z_owner_hhi,678.0
lgbm_no_network,fwd_ret_1m,2022,z_top_owner_share,330.0
lgbm_no_network,fwd_ret_1m,2022,z_fragility_proxy,493.0
lgbm_no_network,fwd_ret_1m,2022,z_avg_manager_breadth,488.0
lgbm_no_network,fwd_ret_1m,2022,z_stock_sell_pressure,1397.0
lgbm_no_network,fwd_ret_1m,2022,z_mktcap_proxy,1481.0
lgbm_no_network,fwd_ret_1m,2022,z_vol,1294.0
lgbm_no_network,fwd_ret_1m,2022,z_fragility_proxy_x_stock_sell_pressure,300.0
lgbm_no_network,fwd_ret_1m,2022,z_owner_hhi_x_stock_sell_pressure,399.0
lgbm_network_pressure,fwd_ret_1m,2022,z_stock_sell_pressure,3181.0
lgbm_network_pressure,fwd_ret_1m,2022,z_network_degree,2754.0
lgbm_network_pressure,fwd_ret_1m,2022,z_network_weighted_degree,3393.0
lgbm_network_pressure,fwd_ret_1m,2022,z_network_peer_sell_pressure,2023.0
lgbm_network_pressure,fwd_ret_1m,2022,z_fragility_proxy_x_stock_sell_pressure,1448.0
lgbm_network_pressure,fwd_ret_1m,2022,z_fragility_proxy_x_network_peer_sell_pressure,1456.0
lgbm_network_pressure,fwd_ret_1m,2022,z_owner_hhi_x_stock_sell_pressure,1706.0
lgbm_network_pressure,fwd_ret_1m,2022,z_network_weighted_degree_x_network_peer_sell_pressure,1439.0
ridge_all,fwd_ret_1m,2023,z_owner_count,0.0009549851529300213
ridge_all,fwd_ret_1m,2023,z_owner_hhi,0.0027015439700335264
ridge_all,fwd_ret_1m,2023,z_top_owner_share,0.0005863936385139823
ridge_all,fwd_ret_1m,2023,z_fragility_proxy,0.002590445801615715
ridge_all,fwd_ret_1m,2023,z_avg_manager_breadth,0.003440411062911153
ridge_all,fwd_ret_1m,2023,z_stock_sell_pressure,0.041253406554460526
ridge_all,fwd_ret_1m,2023,z_network_degree,0.0041588423773646355
ridge_all,fwd_ret_1m,2023,z_network_weighted_degree,0.0013340506702661514
ridge_all,fwd_ret_1m,2023,z_network_peer_sell_pressure,0.0027363072149455547
ridge_all,fwd_ret_1m,2023,z_mktcap_proxy,0.0002557006664574146
ridge_all,fwd_ret_1m,2023,z_vol,0.00557259377092123
ridge_all,fwd_ret_1m,2023,z_fragility_proxy_x_stock_sell_pressure,0.004722793120890856
ridge_all,fwd_ret_1m,2023,z_fragility_proxy_x_network_peer_sell_pressure,0.0005641477182507515
ridge_all,fwd_ret_1m,2023,z_owner_hhi_x_stock_sell_pressure,0.007815276272594929
ridge_all,fwd_ret_1m,2023,z_network_weighted_degree_x_network_peer_sell_pressure,0.0012952594552189112
lgbm_all,fwd_ret_1m,2023,z_owner_count,2.0
lgbm_all,fwd_ret_1m,2023,z_owner_hhi,0.0
lgbm_all,fwd_ret_1m,2023,z_top_owner_share,1.0
lgbm_all,fwd_ret_1m,2023,z_fragility_proxy,1.0
lgbm_all,fwd_ret_1m,2023,z_avg_manager_breadth,0.0
lgbm_all,fwd_ret_1m,2023,z_stock_sell_pressure,14.0
lgbm_all,fwd_ret_1m,2023,z_network_degree,0.0
lgbm_all,fwd_ret_1m,2023,z_network_weighted_degree,0.0
lgbm_all,fwd_ret_1m,2023,z_network_peer_sell_pressure,3.0
lgbm_all,fwd_ret_1m,2023,z_mktcap_proxy,4.0
lgbm_all,fwd_ret_1m,2023,z_vol,4.0
lgbm_all,fwd_ret_1m,2023,z_fragility_proxy_x_stock_sell_pressure,0.0
lgbm_all,fwd_ret_1m,2023,z_fragility_proxy_x_network_peer_sell_pressure,0.0
lgbm_all,fwd_ret_1m,2023,z_owner_hhi_x_stock_sell_pressure,1.0
lgbm_all,fwd_ret_1m,2023,z_network_weighted_degree_x_network_peer_sell_pressure,0.0
lgbm_no_network,fwd_ret_1m,2023,z_owner_count,1158.0
lgbm_no_network,fwd_ret_1m,2023,z_owner_hhi,763.0
lgbm_no_network,fwd_ret_1m,2023,z_top_owner_share,441.0
lgbm_no_network,fwd_ret_1m,2023,z_fragility_proxy,595.0
lgbm_no_network,fwd_ret_1m,2023,z_avg_manager_breadth,588.0
lgbm_no_network,fwd_ret_1m,2023,z_stock_sell_pressure,1671.0
lgbm_no_network,fwd_ret_1m,2023,z_mktcap_proxy,1828.0
lgbm_no_network,fwd_ret_1m,2023,z_vol,1619.0
lgbm_no_network,fwd_ret_1m,2023,z_fragility_proxy_x_stock_sell_pressure,370.0
lgbm_no_network,fwd_ret_1m,2023,z_owner_hhi_x_stock_sell_pressure,477.0
lgbm_network_pressure,fwd_ret_1m,2023,z_stock_sell_pressure,0.0
lgbm_network_pressure,fwd_ret_1m,2023,z_network_degree,5.0
lgbm_network_pressure,fwd_ret_1m,2023,z_network_weighted_degree,10.0
lgbm_network_pressure,fwd_ret_1m,2023,z_network_peer_sell_pressure,3.0
lgbm_network_pressure,fwd_ret_1m,2023,z_fragility_proxy_x_stock_sell_pressure,3.0
lgbm_network_pressure,fwd_ret_1m,2023,z_fragility_proxy_x_network_peer_sell_pressure,1.0
lgbm_network_pressure,fwd_ret_1m,2023,z_owner_hhi_x_stock_sell_pressure,8.0
lgbm_network_pressure,fwd_ret_1m,2023,z_network_weighted_degree_x_network_peer_sell_pressure,0.0
ridge_all,fwd_ret_1m,2024,z_owner_count,0.001115672872401774
ridge_all,fwd_ret_1m,2024,z_owner_hhi,0.0032733664847910404
ridge_all,fwd_ret_1m,2024,z_top_owner_share,0.001200797618366778
ridge_all,fwd_ret_1m,2024,z_fragility_proxy,0.0028251244220882654
ridge_all,fwd_ret_1m,2024,z_avg_manager_breadth,0.0035558599047362804
ridge_all,fwd_ret_1m,2024,z_stock_sell_pressure,0.040607720613479614
ridge_all,fwd_ret_1m,2024,z_network_degree,0.004295962397009134
ridge_all,fwd_ret_1m,2024,z_network_weighted_degree,0.0011512445053085685
ridge_all,fwd_ret_1m,2024,z_network_peer_sell_pressure,0.0031165904365479946
ridge_all,fwd_ret_1m,2024,z_mktcap_proxy,0.000246548093855381
ridge_all,fwd_ret_1m,2024,z_vol,0.005078636109828949
ridge_all,fwd_ret_1m,2024,z_fragility_proxy_x_stock_sell_pressure,0.00509957829490304
ridge_all,fwd_ret_1m,2024,z_fragility_proxy_x_network_peer_sell_pressure,0.0003017429553437978
ridge_all,fwd_ret_1m,2024,z_owner_hhi_x_stock_sell_pressure,0.007346353959292173
ridge_all,fwd_ret_1m,2024,z_network_weighted_degree_x_network_peer_sell_pressure,0.0011891131289303303
lgbm_all,fwd_ret_1m,2024,z_owner_count,2.0
lgbm_all,fwd_ret_1m,2024,z_owner_hhi,0.0
lgbm_all,fwd_ret_1m,2024,z_top_owner_share,1.0
lgbm_all,fwd_ret_1m,2024,z_fragility_proxy,1.0
lgbm_all,fwd_ret_1m,2024,z_avg_manager_breadth,0.0
lgbm_all,fwd_ret_1m,2024,z_stock_sell_pressure,14.0
lgbm_all,fwd_ret_1m,2024,z_network_degree,0.0
lgbm_all,fwd_ret_1m,2024,z_network_weighted_degree,0.0
lgbm_all,fwd_ret_1m,2024,z_network_peer_sell_pressure,4.0
lgbm_all,fwd_ret_1m,2024,z_mktcap_proxy,3.0
lgbm_all,fwd_ret_1m,2024,z_vol,4.0
lgbm_all,fwd_ret_1m,2024,z_fragility_proxy_x_stock_sell_pressure,0.0
lgbm_all,fwd_ret_1m,2024,z_fragility_proxy_x_network_peer_sell_pressure,0.0
lgbm_all,fwd_ret_1m,2024,z_owner_hhi_x_stock_sell_pressure,1.0
lgbm_all,fwd_ret_1m,2024,z_network_weighted_degree_x_network_peer_sell_pressure,0.0
lgbm_no_network,fwd_ret_1m,2024,z_owner_count,7.0
lgbm_no_network,fwd_ret_1m,2024,z_owner_hhi,7.0
lgbm_no_network,fwd_ret_1m,2024,z_top_owner_share,2.0
lgbm_no_network,fwd_ret_1m,2024,z_fragility_proxy,11.0
lgbm_no_network,fwd_ret_1m,2024,z_avg_manager_breadth,2.0
lgbm_no_network,fwd_ret_1m,2024,z_stock_sell_pressure,39.0
lgbm_no_network,fwd_ret_1m,2024,z_mktcap_proxy,21.0
lgbm_no_network,fwd_ret_1m,2024,z_vol,17.0
lgbm_no_network,fwd_ret_1m,2024,z_fragility_proxy_x_stock_sell_pressure,4.0
lgbm_no_network,fwd_ret_1m,2024,z_owner_hhi_x_stock_sell_pressure,10.0
lgbm_network_pressure,fwd_ret_1m,2024,z_stock_sell_pressure,0.0
lgbm_network_pressure,fwd_ret_1m,2024,z_network_degree,7.0
lgbm_network_pressure,fwd_ret_1m,2024,z_network_weighted_degree,8.0
lgbm_network_pressure,fwd_ret_1m,2024,z_network_peer_sell_pressure,3.0
lgbm_network_pressure,fwd_ret_1m,2024,z_fragility_proxy_x_stock_sell_pressure,5.0
lgbm_network_pressure,fwd_ret_1m,2024,z_fragility_proxy_x_network_peer_sell_pressure,1.0
lgbm_network_pressure,fwd_ret_1m,2024,z_owner_hhi_x_stock_sell_pressure,6.0
lgbm_network_pressure,fwd_ret_1m,2024,z_network_weighted_degree_x_network_peer_sell_pressure,0.0
ridge_all,fwd_ret_3m,2012,z_owner_count,0.005977615248411894
ridge_all,fwd_ret_3m,2012,z_owner_hhi,0.007515612989664078
ridge_all,fwd_ret_3m,2012,z_top_owner_share,0.00471471156924963
ridge_all,fwd_ret_3m,2012,z_fragility_proxy,0.003051952924579382
ridge_all,fwd_ret_3m,2012,z_avg_manager_breadth,0.004259917419403791
ridge_all,fwd_ret_3m,2012,z_stock_sell_pressure,0.10846712440252304
ridge_all,fwd_ret_3m,2012,z_network_degree,0.0017943133134394884
ridge_all,fwd_ret_3m,2012,z_network_weighted_degree,0.0026067427825182676
ridge_all,fwd_ret_3m,2012,z_network_peer_sell_pressure,0.008565629832446575
ridge_all,fwd_ret_3m,2012,z_mktcap_proxy,0.0063535659573972225
ridge_all,fwd_ret_3m,2012,z_vol,0.022694744169712067
ridge_all,fwd_ret_3m,2012,z_fragility_proxy_x_stock_sell_pressure,0.017262274399399757
ridge_all,fwd_ret_3m,2012,z_fragility_proxy_x_network_peer_sell_pressure,0.0019177868962287903
ridge_all,fwd_ret_3m,2012,z_owner_hhi_x_stock_sell_pressure,0.04680337756872177
ridge_all,fwd_ret_3m,2012,z_network_weighted_degree_x_network_peer_sell_pressure,0.006735604256391525
lgbm_all,fwd_ret_3m,2012,z_owner_count,150.0
lgbm_all,fwd_ret_3m,2012,z_owner_hhi,173.0
lgbm_all,fwd_ret_3m,2012,z_top_owner_share,49.0
lgbm_all,fwd_ret_3m,2012,z_fragility_proxy,46.0
lgbm_all,fwd_ret_3m,2012,z_avg_manager_breadth,84.0
lgbm_all,fwd_ret_3m,2012,z_stock_sell_pressure,359.0
lgbm_all,fwd_ret_3m,2012,z_network_degree,263.0
lgbm_all,fwd_ret_3m,2012,z_network_weighted_degree,322.0
lgbm_all,fwd_ret_3m,2012,z_network_peer_sell_pressure,74.0
lgbm_all,fwd_ret_3m,2012,z_mktcap_proxy,398.0
lgbm_all,fwd_ret_3m,2012,z_vol,392.0
lgbm_all,fwd_ret_3m,2012,z_fragility_proxy_x_stock_sell_pressure,22.0
lgbm_all,fwd_ret_3m,2012,z_fragility_proxy_x_network_peer_sell_pressure,7.0
lgbm_all,fwd_ret_3m,2012,z_owner_hhi_x_stock_sell_pressure,107.0
lgbm_all,fwd_ret_3m,2012,z_network_weighted_degree_x_network_peer_sell_pressure,44.0
lgbm_no_network,fwd_ret_3m,2012,z_owner_count,546.0
lgbm_no_network,fwd_ret_3m,2012,z_owner_hhi,514.0
lgbm_no_network,fwd_ret_3m,2012,z_top_owner_share,159.0
lgbm_no_network,fwd_ret_3m,2012,z_fragility_proxy,171.0
lgbm_no_network,fwd_ret_3m,2012,z_avg_manager_breadth,187.0
lgbm_no_network,fwd_ret_3m,2012,z_stock_sell_pressure,785.0
lgbm_no_network,fwd_ret_3m,2012,z_mktcap_proxy,733.0
lgbm_no_network,fwd_ret_3m,2012,z_vol,722.0
lgbm_no_network,fwd_ret_3m,2012,z_fragility_proxy_x_stock_sell_pressure,39.0
lgbm_no_network,fwd_ret_3m,2012,z_owner_hhi_x_stock_sell_pressure,194.0
lgbm_network_pressure,fwd_ret_3m,2012,z_stock_sell_pressure,1156.0
lgbm_network_pressure,fwd_ret_3m,2012,z_network_degree,711.0
lgbm_network_pressure,fwd_ret_3m,2012,z_network_weighted_degree,788.0
lgbm_network_pressure,fwd_ret_3m,2012,z_network_peer_sell_pressure,424.0
lgbm_network_pressure,fwd_ret_3m,2012,z_fragility_proxy_x_stock_sell_pressure,174.0
lgbm_network_pressure,fwd_ret_3m,2012,z_fragility_proxy_x_network_peer_sell_pressure,133.0
lgbm_network_pressure,fwd_ret_3m,2012,z_owner_hhi_x_stock_sell_pressure,338.0
lgbm_network_pressure,fwd_ret_3m,2012,z_network_weighted_degree_x_network_peer_sell_pressure,206.0
ridge_all,fwd_ret_3m,2013,z_owner_count,0.0043551186099648476
ridge_all,fwd_ret_3m,2013,z_owner_hhi,0.009008769877254963
ridge_all,fwd_ret_3m,2013,z_top_owner_share,0.005153129808604717
ridge_all,fwd_ret_3m,2013,z_fragility_proxy,0.002458957489579916
ridge_all,fwd_ret_3m,2013,z_avg_manager_breadth,0.005429345648735762
ridge_all,fwd_ret_3m,2013,z_stock_sell_pressure,0.10563933849334717
ridge_all,fwd_ret_3m,2013,z_network_degree,0.004882689565420151
ridge_all,fwd_ret_3m,2013,z_network_weighted_degree,0.0032716249115765095
ridge_all,fwd_ret_3m,2013,z_network_peer_sell_pressure,0.00824552122503519
ridge_all,fwd_ret_3m,2013,z_mktcap_proxy,0.006487191189080477
ridge_all,fwd_ret_3m,2013,z_vol,0.022205989807844162
ridge_all,fwd_ret_3m,2013,z_fragility_proxy_x_stock_sell_pressure,0.016604164615273476
ridge_all,fwd_ret_3m,2013,z_fragility_proxy_x_network_peer_sell_pressure,0.0019578393548727036
ridge_all,fwd_ret_3m,2013,z_owner_hhi_x_stock_sell_pressure,0.0467795766890049
ridge_all,fwd_ret_3m,2013,z_network_weighted_degree_x_network_peer_sell_pressure,0.0066900248639285564
lgbm_all,fwd_ret_3m,2013,z_owner_count,30.0
