spec,target,variable,months,mean_coef,nw_se,nw_t,coef_std,positive_month_share
sell_pressure_mechanism,fwd_ret_3m,vol,294,-0.004207471391352544,0.0022467032278718053,-1.8727312709378536,0.02394515031883492,0.3843537414965986
full_core_no_controls,fwd_ret_3m,avg_manager_breadth,294,-0.0092381628092203,0.001580103421575721,-5.846555790637906,0.018064037251345966,0.2653061224489796
full_core_no_controls,fwd_ret_3m,fragility_proxy,294,-0.0029311263555957118,0.0019370009799686884,-1.5132291547127112,0.01973766119508262,0.4217687074829932
full_core_no_controls,fwd_ret_3m,intercept,294,0.016963323395250234,0.011214919164544845,1.5125676027053814,0.11070163413550034,0.5714285714285714
full_core_no_controls,fwd_ret_3m,network_degree,294,0.011863049509113868,0.0027246572996879655,4.353960224822569,0.03384400937061956,0.6258503401360545
full_core_no_controls,fwd_ret_3m,network_peer_sell_pressure,294,-0.004728680811354793,0.0018004448459588503,-2.6263958165497,0.02020528199873659,0.391156462585034
full_core_no_controls,fwd_ret_3m,network_weighted_degree,294,0.0016713718357701172,0.0019183650884599251,0.8712480464872848,0.021984820509594886,0.5748299319727891
full_core_no_controls,fwd_ret_3m,owner_count,294,-0.007798974100314433,0.002749888624590122,-2.83610544462574,0.03250650127008153,0.3843537414965986
full_core_no_controls,fwd_ret_3m,owner_hhi,294,-0.018942852456664546,0.005422969523672933,-3.4930774318338242,0.05874454921508405,0.36394557823129253
full_core_no_controls,fwd_ret_3m,stock_sell_pressure,294,-0.0009893803931077935,0.002318034603975537,-0.42681864688773846,0.02740255906343022,0.43197278911564624
full_core_no_controls,fwd_ret_3m,top_owner_share,294,0.007909480378993713,0.005475256560189913,1.444586256743258,0.059589790397872766,0.5578231292517006
full_core_with_controls,fwd_ret_3m,avg_manager_breadth,294,-0.009520036901532622,0.001632031059875075,-5.833244927496257,0.018210312469268297,0.2653061224489796
full_core_with_controls,fwd_ret_3m,fragility_proxy,294,-0.002589600770333023,0.0017551211493262702,-1.4754541424830305,0.018334920545173893,0.4217687074829932
full_core_with_controls,fwd_ret_3m,intercept,294,0.016706076748039145,0.011203576637598323,1.4911378114712817,0.11057964760234175,0.5748299319727891
full_core_with_controls,fwd_ret_3m,mktcap_proxy,294,0.00020076350141583012,0.001979199598060625,0.10143671290786131,0.020295759238394974,0.5136054421768708
full_core_with_controls,fwd_ret_3m,network_degree,294,0.012495341635981027,0.002828753036876601,4.417261412745277,0.03468018412356563,0.6496598639455783
full_core_with_controls,fwd_ret_3m,network_peer_sell_pressure,294,-0.00433852667611951,0.0016722055936671347,-2.5944935793481902,0.018921332419300968,0.391156462585034
full_core_with_controls,fwd_ret_3m,network_weighted_degree,294,0.0029642629241162337,0.0022311582915338804,1.3285758053850842,0.023816189356450933,0.5714285714285714
full_core_with_controls,fwd_ret_3m,owner_count,294,-0.005767252635335373,0.003434574032703712,-1.6791755194152465,0.036836563103415904,0.41156462585034015
full_core_with_controls,fwd_ret_3m,owner_hhi,294,-0.018800428454313144,0.005087420126855963,-3.6954739308962576,0.05642092933335834,0.36394557823129253
full_core_with_controls,fwd_ret_3m,stock_sell_pressure,294,-0.00041846224560362493,0.0021546360954229514,-0.19421481265098806,0.02591045051538831,0.445578231292517
full_core_with_controls,fwd_ret_3m,top_owner_share,294,0.008298696010380337,0.004978896044647364,1.6667743081926711,0.055593723248084925,0.5612244897959183
full_core_with_controls,fwd_ret_3m,vol,294,-0.0058018224120158874,0.002745427961138809,-2.113267036738884,0.027283983628309517,0.3401360544217687
interaction_mechanism,fwd_ret_3m,fragility_proxy,294,-0.0028085561215769102,0.0017630878085665477,-1.592975748530849,0.018990680772403606,0.41836734693877553
interaction_mechanism,fwd_ret_3m,fragility_proxy_x_network_peer_sell_pressure,294,-0.0003275850882488468,0.0006031940006079166,-0.5430841286861224,0.008665887317008306,0.48299319727891155
interaction_mechanism,fwd_ret_3m,fragility_proxy_x_stock_sell_pressure,294,2.5959371308886324e-05,0.0006528558199805208,0.039762793735469606,0.010617070562308418,0.46598639455782315
interaction_mechanism,fwd_ret_3m,intercept,294,0.023056363821312088,0.011070653390578429,2.082656100581559,0.1118180981110353,0.6122448979591837
interaction_mechanism,fwd_ret_3m,mktcap_proxy,294,0.00403153297168995,0.0034551107089551857,1.1668317779921653,0.034027153585459956,0.6428571428571429
interaction_mechanism,fwd_ret_3m,network_peer_sell_pressure,294,-0.003660074469278876,0.0019110909071787454,-1.9151754924531945,0.021094842344788214,0.42857142857142855
interaction_mechanism,fwd_ret_3m,network_weighted_degree_x_network_peer_sell_pressure,294,0.0008804165636879345,0.001960565907379919,0.4490624673079797,0.023107077843513023,0.5510204081632653
interaction_mechanism,fwd_ret_3m,owner_hhi_x_stock_sell_pressure,294,-0.004545992035681889,0.0009584954182100055,-4.7428416968038825,0.013711755446105351,0.35714285714285715
interaction_mechanism,fwd_ret_3m,stock_sell_pressure,294,-0.0016245948873393763,0.0023595952650832582,-0.6885057413785124,0.027633517507612736,0.40816326530612246
interaction_mechanism,fwd_ret_3m,vol,294,-0.004525608831011277,0.002285566363112634,-1.9800820068282796,0.02413176242538357,0.38095238095238093
