stratifier,source_column,model,target,stratum,rows,months,rank_ic_mean,rank_ic_t_hac6,spread_mean,spread_t_hac6,annualized_spread_approx,hit_rate_mean,hit_rate_t_hac6,avg_top_names,avg_bottom_names,annualized_spread_to_vol_proxy
sell_pressure,stock_sell_pressure,lgbm_all,fwd_ret_1m,mid_sell_pressure,189865,155,0.03532899780826164,7.513958993159975,0.007451179407657581,2.6866455512844944,0.08941415289189097,0.5339383699780917,46.101895256333,123.04516129032258,122.04516129032258,0.6910974259780146
sell_pressure,stock_sell_pressure,lgbm_all,fwd_ret_3m,high_sell_pressure,185115,153,0.05368363355930145,6.969137094768035,0.038762410826629096,4.990296913513796,0.15504964330651638,0.5209401430911152,30.176308024406776,121.56862745098039,120.56862745098039,0.972960498218369
sell_pressure,stock_sell_pressure,lgbm_all,fwd_ret_3m,low_sell_pressure,184878,153,0.043974258513352266,4.93757161437403,0.02667004386976773,3.156264941129131,0.10668017547907092,0.5443807383290935,36.62921016271835,121.3921568627451,120.3921568627451,0.6884863414814525
sell_pressure,stock_sell_pressure,lgbm_all,fwd_ret_3m,mid_sell_pressure,185593,153,0.03669896416985788,5.223120772017914,0.014117224344297121,1.7927024425442672,0.056468897377188486,0.5618553826186595,31.43992804819346,121.86274509803921,120.86274509803921,0.41257877013289274
sell_pressure,stock_sell_pressure,lgbm_network_pressure,fwd_ret_1m,high_sell_pressure,189915,155,0.025458532240134335,2.6588722611582067,0.0035344834879042714,0.9796095509849547,0.04241380185485126,0.5110365662365527,40.12632878254387,123.07096774193549,122.07096774193549,0.24747062396974948
sell_pressure,stock_sell_pressure,lgbm_network_pressure,fwd_ret_1m,low_sell_pressure,189816,155,0.010481507909230962,1.2055792440843194,-0.0025419316521393203,-1.0073516118813597,-0.03050317982567184,0.5146753593498441,53.48559699993264,123.0,122.0,-0.3082376315233838
sell_pressure,stock_sell_pressure,lgbm_network_pressure,fwd_ret_1m,mid_sell_pressure,189865,155,0.025073544769371334,3.734845776201282,0.0035545345341663754,1.2818206284711988,0.042654414409996504,0.53119968883862,45.72425870943652,123.04516129032258,122.04516129032258,0.3802266936955208
sell_pressure,stock_sell_pressure,lgbm_network_pressure,fwd_ret_3m,high_sell_pressure,185115,153,0.017752204916801784,1.2176151154421302,0.0018591033742462603,0.15138185184030176,0.007436413496985041,0.5059920949689934,25.209252867065864,121.56862745098039,120.56862745098039,0.03950247496236734
sell_pressure,stock_sell_pressure,lgbm_network_pressure,fwd_ret_3m,low_sell_pressure,184878,153,0.01606568010747403,1.620597486145205,-0.0045767217807022795,-0.5203397808185182,-0.018306887122809118,0.5319808163458527,33.858845738986155,121.3921568627451,120.3921568627451,-0.13521120524898755
sell_pressure,stock_sell_pressure,lgbm_network_pressure,fwd_ret_3m,mid_sell_pressure,185593,153,0.021553766649626493,2.7857722450612905,0.005863368421493671,0.8977637784212315,0.023453473685974682,0.5558624273382451,29.402901578360694,121.86274509803921,120.86274509803921,0.19506275794227332
sell_pressure,stock_sell_pressure,lgbm_no_network,fwd_ret_1m,high_sell_pressure,189915,155,0.04875676265254443,8.364055490849296,0.017355817181077222,3.1629761314518805,0.20826980617292667,0.5163875915342161,43.94841535759099,123.07096774193549,122.07096774193549,0.9233030617880323
sell_pressure,stock_sell_pressure,lgbm_no_network,fwd_ret_1m,low_sell_pressure,189816,155,0.04110626161743226,5.006130341252445,0.012722961874786599,2.0915126174405008,0.1526755424974392,0.5208650529011687,52.18313203045492,123.0,122.0,0.7146064110309228
sell_pressure,stock_sell_pressure,lgbm_no_network,fwd_ret_1m,mid_sell_pressure,189865,155,0.03819858759131557,6.626770489102545,0.0083073114750651,2.4136357617063937,0.0996877377007812,0.5362741601218317,47.60457061821222,123.04516129032258,122.04516129032258,0.6907486005930217
sell_pressure,stock_sell_pressure,lgbm_no_network,fwd_ret_3m,high_sell_pressure,185115,153,0.07375534135944777,9.492217959216342,0.04214655934450833,3.8066131684272433,0.16858623737803333,0.5165682007006367,31.278278756379887,121.56862745098039,120.56862745098039,0.835925066812102
sell_pressure,stock_sell_pressure,lgbm_no_network,fwd_ret_3m,low_sell_pressure,184878,153,0.04822029322875732,5.824880147287169,0.029074478985183966,2.6728753824508984,0.11629791594073587,0.5378988020458866,38.579084906734,121.3921568627451,120.3921568627451,0.6444291600487005
sell_pressure,stock_sell_pressure,lgbm_no_network,fwd_ret_3m,mid_sell_pressure,185593,153,0.03908622972246068,5.841917257541478,0.011326177208948067,1.0323517553918853,0.04530470883579227,0.556081411601252,32.26033656854669,121.86274509803921,120.86274509803921,0.23831839661532891
sell_pressure,stock_sell_pressure,ridge_all,fwd_ret_1m,high_sell_pressure,189915,155,0.0544070946400452,8.984294497394727,0.017636256828857076,2.8594094371747927,0.21163508194628491,0.5128696028827291,43.9436342771969,123.07096774193549,122.07096774193549,0.7896898765429057
sell_pressure,stock_sell_pressure,ridge_all,fwd_ret_1m,low_sell_pressure,189816,155,0.0835718602078686,9.026295531142127,0.017655543157280983,2.952395247965632,0.2118665178873718,0.527698031600116,69.24322527078883,123.0,122.0,1.045570643706858
sell_pressure,stock_sell_pressure,ridge_all,fwd_ret_1m,mid_sell_pressure,189865,155,0.07008796500648046,8.371512822063973,0.009732119485488236,2.364978488717473,0.11678543382585882,0.5339498864977673,50.25381860324197,123.04516129032258,122.04516129032258,0.7055736788784978
sell_pressure,stock_sell_pressure,ridge_all,fwd_ret_3m,high_sell_pressure,185115,153,0.07566416703877514,8.306475144463532,0.04133746698697133,2.733636183827665,0.1653498679478853,0.511917101649574,25.71394034128623,121.56862745098039,120.56862745098039,0.678743304312662
sell_pressure,stock_sell_pressure,ridge_all,fwd_ret_3m,low_sell_pressure,184878,153,0.1059085816493114,6.63996004340214,0.03744084270647516,2.110516217637736,0.14976337082590063,0.541839619359271,34.62022557195392,121.3921568627451,120.3921568627451,0.5897155961704797
sell_pressure,stock_sell_pressure,ridge_all,fwd_ret_3m,mid_sell_pressure,185593,153,0.07716132050200072,5.986359188518229,0.014620347931258219,1.0061990246505528,0.058481391725032875,0.5587909705318452,29.720525691090426,121.86274509803921,120.86274509803921,0.2753191988154744
