model,target,actual_rank_ic_mean,actual_rank_ic_t_hac6,actual_annualized_spread_approx,actual_spread_t_hac6,placebo_rank_ic_mean,placebo_rank_ic_t_hac6,placebo_annualized_spread_approx,placebo_spread_t_hac6,rank_ic_gap_actual_minus_placebo,spread_gap_actual_minus_placebo
lgbm_all,fwd_ret_1m,0.03952848885959425,7.391126065617585,0.16580162155861025,5.109219151874945,-0.0009266132212513236,-0.5625975378637771,-0.02188176004041225,-1.3071373538801017,0.04045510208084557,0.1876833815990225
lgbm_all,fwd_ret_3m,0.04894714064215827,6.473937177631991,0.11243224363368964,4.03348718034693,-0.0007394294365513569,-0.6525676662013283,-0.0020435552431183985,-0.2863876648911888,0.04968657007870963,0.11447579887680805
lgbm_network_pressure,fwd_ret_1m,0.022789939039781326,2.80177559433131,0.046471833589898794,1.5743418402987024,-0.00043166516288971194,-0.3570324265265988,-0.0039388781934124465,-0.32735757513112823,0.02322160420267104,0.05041071178331124
lgbm_network_pressure,fwd_ret_3m,0.020497784063346524,1.8914246833260822,0.013507052937691893,0.3863648465045307,0.0007334521226767324,0.7674163460093053,-0.01466076468474538,-2.1841117155074756,0.01976433194066979,0.028167817622437273
lgbm_no_network,fwd_ret_1m,0.046170480198553965,8.688859113685027,0.16813103256407844,3.66796942691861,-0.0002060458701149516,-0.1740666094859417,-0.0026392720314935047,-0.2494301582036058,0.04637652606866892,0.17077030459557194
lgbm_no_network,fwd_ret_3m,0.05935258560396841,7.791231760213953,0.1286247356219805,3.047772322134396,-0.0007591663281634349,-0.563122837118623,0.009541550079052656,1.2445051963148082,0.06011175193213184,0.11908318554292785
ridge_all,fwd_ret_1m,0.07150736279599035,9.716089959679868,0.21252950781708457,3.5419062087800413,0.0006136901696089388,0.43755409045710736,-0.004860653772283793,-0.4133613637417288,0.07089367262638141,0.21739016158936836
ridge_all,fwd_ret_3m,0.08689933246177739,7.2778888910204325,0.15015589900095389,2.6089829309251216,0.002195420881731278,1.9646201105880499,0.0105187933989153,1.50931243045981,0.08470391158004612,0.1396371056020386
